date,sentiment_score,mention_count
2021-09-30,0.1161090589231915,90
2021-10-01,0.2362214723165999,94
2021-10-02,0.5146478226986425,116
2021-10-03,0.345220183251334,61
2021-10-04,0.11666837434808747,119
2021-10-05,0.14445329186591235,88
2021-10-06,0.1640241524347892,78
2021-10-07,0.34372465475632324,137
2021-10-08,0.20781239767869314,90
2021-10-09,0.48677208381039755,84
2021-10-10,0.34615626610242406,65
2021-10-11,0.20067763799115232,95
2021-10-12,0.3049447510553443,115
2021-10-13,0.21544819761966838,87
2021-10-14,0.26278843250230094,107
2021-10-15,0.30265477698453713,142
2021-10-16,0.3328843857790973,74
2021-10-17,0.28417136261657794,98
2021-10-18,0.37912857411680995,148
2021-10-19,0.15590209966259344,112
2021-10-20,0.2666074167722943,174
2021-10-21,0.2637225146094958,180
2021-10-22,0.4425194149245759,167
2021-10-23,0.2995922689636548,60
2021-10-24,0.3000904170366434,65
2021-10-25,0.41156448830257764,462
2021-10-26,0.28263251646226195,238
2021-10-27,0.22252431208804502,177
2021-10-28,0.2791297001838684,125
2021-10-29,0.2849097362271062,189
2021-10-30,0.34400767840837176,95
2021-10-31,0.3934205005867313,99
2021-11-01,0.2800815659236177,261
2021-11-02,0.13073001547557553,205
2021-11-03,0.26749843267294077,130
2021-11-04,0.2735133159080608,149
2021-11-05,0.33279127317867924,89
2021-11-06,0.20934155747431135,109
2021-11-07,0.12540641735339986,145
2021-11-08,0.14949084523086723,217
2021-11-09,0.11918578396982221,201
2021-11-10,0.10754043683803902,189
2021-11-11,0.19979297641097316,151
2021-11-12,0.18855199287104052,129
2021-11-13,0.2539418823477151,69
2021-11-14,0.17052236370656682,87
2021-11-15,0.09122082729213285,151
2021-11-16,0.1130611238091491,129
2021-11-17,0.2735055091634261,113
2021-11-18,0.07710667955689132,128
2021-11-19,0.2386331785985125,123
2021-11-20,0.197504627963771,69
2021-11-21,0.2788308461507161,78
2021-11-22,0.2533598179298063,124
2021-11-23,0.21314286783574118,126
2021-11-24,0.17711958349967488,98
2021-11-25,0.41340700133902125,61
2021-11-26,0.13560301133956032,87
2021-11-27,0.2467016488947767,47
2021-11-28,0.26555551859465515,44
2021-11-29,0.25227728301716834,97
2021-11-30,0.24456378361400294,98
2021-12-01,0.22062865106955817,115
2021-12-02,0.2750954985104758,116
2021-12-03,0.18035510080492395,117
2021-12-04,0.2852148150696474,68
2021-12-05,0.4040143800818402,69
2021-12-06,0.23750641627341323,161
2021-12-07,0.14218547709029297,116
2021-12-08,0.2774233543405346,102
2021-12-09,0.0636441484789982,107
2021-12-10,0.2394177547288597,109
2021-12-11,0.21832386372794568,71
2021-12-12,0.19857384001507478,51
2021-12-13,0.2939870502009536,132
2021-12-14,0.09356537282018733,133
2021-12-15,0.29649559919740637,102
2021-12-16,0.13400332838819737,114
2021-12-17,0.24521620373810288,113
2021-12-18,0.3207002585897079,52
2021-12-19,0.25137842458391946,63
2021-12-20,0.24488361559662164,102
2021-12-21,0.2481343021579817,102
2021-12-22,0.2658038633669208,167
2021-12-23,0.2730685395079774,154
2021-12-24,0.44995628889784756,83
2021-12-25,0.6836434152993289,55
2021-12-26,0.32099820908747223,57
2021-12-27,0.42104633794776325,116
2021-12-28,0.30686342602684386,105
2021-12-29,0.23728696814554182,167
2021-12-30,0.10760586193906582,123
2021-12-31,0.2773338286206126,128
2022-01-01,0.28628733408623847,69
2022-01-02,0.3891210653374543,199
2022-01-03,0.33286153415903597,307
2022-01-04,0.1445894296680178,140
2022-01-05,0.15716068040240894,154
2022-01-06,0.26678874935859287,117
2022-01-07,0.1384689145618015,135
2022-01-08,0.19416570248483103,79
2022-01-09,0.16992316288607462,56
2022-01-10,0.2777643539508184,150
2022-01-11,0.22028277527301685,109
2022-01-12,0.2494660281405157,147
2022-01-13,0.07904548102464432,156
2022-01-14,0.2593550499231537,163
2022-01-15,0.2282454220453898,75
2022-01-16,0.06591031986933488,104
2022-01-17,0.28024447502361405,72
2022-01-18,0.194852711576404,99
2022-01-19,0.1576847566826509,101
2022-01-20,0.21637583953829911,104
2022-01-21,-0.0072182426287693046,159
2022-01-22,0.2817390314737956,75
2022-01-23,0.2823262918190878,61
2022-01-24,0.18088934606895213,164
2022-01-25,0.18781599990881173,157
2022-01-26,0.2867920653075929,314
2022-01-27,0.06952018508893001,263
2022-01-28,0.1965003058234638,187
2022-01-29,0.1704543297263709,88
2022-01-30,0.22390096516985641,76
2022-01-31,0.3321981420953765,131
2022-02-01,0.03854458452316753,114
2022-02-02,0.08532808348536491,96
2022-02-03,0.04562566369771957,100
2022-02-04,0.23006440275981102,81
2022-02-05,0.25647767622705914,71
2022-02-06,0.2786222598769448,55
2022-02-07,0.0739295209746763,83
2022-02-08,0.28320389660921963,110
2022-02-09,0.14438718557357788,87
2022-02-10,0.07617127413258833,68
2022-02-11,0.13364875135999738,99
2022-02-12,0.2548936201680091,62
2022-02-13,0.11779120922088623,50
2022-02-14,0.1739990525601203,114
2022-02-15,0.2607560929926959,88
2022-02-16,0.17773333470026653,75
2022-02-17,0.06716049652473599,102
2022-02-18,0.22278276015730464,85
2022-02-19,0.20824785288926717,74
2022-02-20,0.23851034141355945,62
2022-02-21,0.09566135562601544,42
2022-02-22,0.14738461577776565,103
2022-02-23,0.040178639354643886,154
2022-02-24,-0.0021850002824135547,106
2022-02-25,0.21609224892053447,61
2022-02-26,0.1391244043003429,33
2022-02-27,0.3524044445819325,36
2022-02-28,0.2567511773803859,103
2022-03-01,0.3083650763881834,76
2022-03-02,0.13085664175022607,87
2022-03-03,0.08639227814144558,90
2022-03-04,0.18706941381793155,107
2022-03-05,0.14651233298437935,35
2022-03-06,0.3562203610644621,51
2022-03-07,0.1851729644196374,84
2022-03-08,0.08327902455141048,101
2022-03-09,0.25557520084602886,86
2022-03-10,0.1506171001523149,102
2022-03-11,0.08197325499767953,94
2022-03-12,0.2829248505703946,47
2022-03-13,0.3466248439579475,41
2022-03-14,0.12922567668113302,94
2022-03-15,0.11282954703677785,99
2022-03-16,0.162199360204906,82
2022-03-17,0.15872544087009666,81
2022-03-18,0.35045249614773727,82
2022-03-19,0.4760808313594145,51
2022-03-20,0.2453779415650801,44
2022-03-21,0.2456403657643482,99
2022-03-22,0.3739931113129362,218
2022-03-23,0.3526459950809331,129
2022-03-24,0.2326838693022728,100
2022-03-25,0.3332409366965294,80
2022-03-26,0.23698183994614677,89
2022-03-27,0.04959410337769255,98
2022-03-28,0.24386643116571466,196
2022-03-29,0.24944556858933087,103
2022-03-30,0.21727790881176384,98
2022-03-31,0.3519297365261161,92
2022-04-01,0.2632633735120824,113
2022-04-02,0.37365649086384733,121
2022-04-03,0.20610885523461006,74
2022-04-04,0.2957551891540552,154
2022-04-05,0.16517146384077414,112
2022-04-06,0.2533531974380215,96
2022-04-07,0.3176930939985646,144
2022-04-08,0.42894466536668324,241
2022-04-09,0.48328569451967873,75
2022-04-10,0.38459785481293995,60
2022-04-11,0.18443136770501095,117
2022-04-12,0.18506276829445617,94
2022-04-13,0.19434562057591556,89
2022-04-14,0.03876186266291741,179
2022-04-15,0.19452358820499518,78
2022-04-16,0.02025076701090886,65
2022-04-17,0.20679756033588464,71
2022-04-18,0.13587358844614475,107
2022-04-19,0.03750596341398573,97
2022-04-20,0.2511581381729671,350
2022-04-21,0.14280373335463328,206
2022-04-22,0.09188429958987654,114
2022-04-23,-0.06785746386238173,102
2022-04-24,0.0351934016567387,73
2022-04-25,0.1873255303272834,156
2022-04-26,0.04301394844934138,217
2022-04-27,0.09446264355163264,123
2022-04-28,0.1450170807648396,138
2022-04-29,0.13589564170859275,218
2022-04-30,0.21572666014394454,62
2022-05-01,0.07069103148850528,66
2022-05-02,0.15284569865291558,103
2022-05-03,0.21572068711401712,71
2022-05-04,0.12527691747279876,94
2022-05-05,0.010818638283796984,99
2022-05-06,0.2581413902582661,124
2022-05-07,0.19811411512394747,48
2022-05-08,0.12333732620993657,67
2022-05-09,0.12973716020584106,125
2022-05-10,0.10922165378315808,146
2022-05-11,0.03188399111267424,137
2022-05-12,0.07652129004471493,137
2022-05-13,0.1696926135200638,111
2022-05-14,-0.06095485109835863,64
2022-05-15,0.20567818571414268,56
2022-05-16,-0.023049035242625644,112
2022-05-17,0.08246540777823504,85
2022-05-18,-0.02910600955249699,131
2022-05-19,-0.0023943238275151856,142
2022-05-20,0.007898320343868791,242
2022-05-21,-0.07641062384041455,208
2022-05-22,0.04195513020099049,71
2022-05-23,0.07096205910910731,138
2022-05-24,0.03610830512684836,142
2022-05-25,0.13436130620539188,128
2022-05-26,0.2890157723842665,86
2022-05-27,0.30355663232657376,98
2022-05-28,0.11410464829122516,71
2022-05-29,0.23042041951037467,47
2022-05-30,0.17869906043106654,53
2022-05-31,0.2375408411026001,69
2022-06-01,0.14759613638338837,92
2022-06-02,0.2665700416564941,125
2022-06-03,-0.12137869974174122,202
2022-06-04,0.1532207026816251,57
2022-06-05,-0.038869922501700266,70
2022-06-06,0.04313031658530235,80
2022-06-07,0.1851692437371121,79
2022-06-08,0.15893643358174492,85
2022-06-09,0.24990110074887512,122
2022-06-10,0.11898586953031844,138
2022-06-11,0.2709780443798412,55
2022-06-12,0.13604866388516548,39
2022-06-13,0.03608546957925514,108
2022-06-14,0.22484388580060985,73
2022-06-15,0.19362174821170894,88
2022-06-16,0.03337218222163972,84
2022-06-17,0.024261256059010822,57
2022-06-18,0.10729047608753992,63
2022-06-19,0.20457148081377932,38
2022-06-20,0.2648060066359384,42
2022-06-21,0.33951583166014065,88
2022-06-22,0.16355237699284844,98
2022-06-23,-0.0418684516961758,78
2022-06-24,0.23033879697322845,54
2022-06-25,0.21912727057933806,40
2022-06-26,0.2758555342542364,47
2022-06-27,0.3216536291267561,46
2022-06-28,0.16184071758214166,68
2022-06-29,0.12251482754945756,80
2022-06-30,0.14719104960367277,77
2022-07-01,0.2496938983860769,76
2022-07-02,0.3255869288193552,95
2022-07-03,0.3324822720060957,47
2022-07-04,0.25976826889174326,49
2022-07-05,0.15954463634380076,86
2022-07-06,0.23439111999976328,78
2022-07-07,0.06335622806479965,69
2022-07-08,0.20009091705606694,114
2022-07-09,0.18418059813774237,59
2022-07-10,0.2392605758727865,47
2022-07-11,-0.062039215034908717,90
2022-07-12,0.06977335315246086,77
2022-07-13,0.061383339467349356,111
2022-07-14,0.09050292707979679,80
2022-07-15,0.20998015913410464,69
2022-07-16,0.06115448389734541,35
2022-07-17,0.2786138703425725,42
2022-07-18,0.195226602977322,62
2022-07-19,0.15801699475927666,91
2022-07-20,0.1519786096195306,269
2022-07-21,0.23940329336041782,199
2022-07-22,0.12042079429800917,82
2022-07-23,0.16132995982964835,48
2022-07-24,0.13830542209602537,42
2022-07-25,0.15110542376836142,84
2022-07-26,0.034134252683112494,76
2022-07-27,0.10952032747722808,63
2022-07-28,0.13158960755054766,91
2022-07-29,0.3087379614699562,106
2022-07-30,0.1391665663984087,45
2022-07-31,0.3124436329050762,41
2022-08-01,0.20427958971710616,93
2022-08-02,0.2581685021005828,87
2022-08-03,0.34446041204117156,91
2022-08-04,0.2971922960466967,167
2022-08-05,0.15107930862173743,147
2022-08-06,0.318097603671691,68
2022-08-07,0.2605540988345941,48
2022-08-08,0.16841470743670608,99
2022-08-09,0.14281912569729788,106
2022-08-10,0.12759374545521712,209
2022-08-11,0.1451829825576983,95
2022-08-12,0.2584305532050855,99
2022-08-13,0.19745857634786831,59
2022-08-14,0.2686098649033478,56
2022-08-15,0.1716251860535334,126
2022-08-16,0.16018462181091309,97
2022-08-17,0.04719938558080922,115
2022-08-18,0.17362773645183313,92
2022-08-19,0.35632313963244944,68
2022-08-20,0.2887358910507626,45
2022-08-21,0.3697918094121493,65
2022-08-22,0.3437402763962746,100
2022-08-23,0.12090167909860611,100
2022-08-24,0.16408036622617925,112
2022-08-25,0.19716711069496584,142
2022-08-26,0.24003134493703965,77
2022-08-27,0.05302886000046363,65
2022-08-28,0.09649583607008963,66
2022-08-29,0.16318669058810706,87
2022-08-30,0.22118538127225987,85
2022-08-31,0.35018617240712047,64
2022-09-01,0.29265986879666644,78
2022-09-02,0.2995414187510808,96
2022-09-03,0.4790976862518155,49
2022-09-04,0.314911791966075,42
2022-09-05,0.15222680568695068,35
2022-09-06,0.17554419505886915,82
2022-09-07,0.22236218948042794,89
2022-09-08,0.2480320013486422,91
2022-09-09,0.297130876418316,99
2022-09-10,0.17404727194760297,37
2022-09-11,0.20793570191771896,54
2022-09-12,0.2981205071721758,70
2022-09-13,0.27455979871423275,73
2022-09-14,0.17435280399190056,108
2022-09-15,0.3569475846721771,94
2022-09-16,0.3065094998990647,99
2022-09-17,0.24933405679005843,52
2022-09-18,0.16166384827415897,53
2022-09-19,0.21147812440477567,87
2022-09-20,0.10360461252707022,81
2022-09-21,0.1353293596594422,54
2022-09-22,0.09899734876242029,83
2022-09-23,0.24296076803706412,86
2022-09-24,0.29133644481984583,41
2022-09-25,0.16659662458631727,36
2022-09-26,0.18282156768772337,72
2022-09-27,0.2876870509456186,85
2022-09-28,0.27513514121373495,75
2022-09-29,0.08365239282803875,112
